Data Source Name,Agency Number,Registration Contract ID,Commodity Line,OGE Contract #,Contract Purpose,Budget Name,OGE Registered Amt,Prime Contractor Name,Prime Contractor Address,Prime Contractor City,Prime Contractor State,Prime Contractor Zip
NYCEDC,z81,CTA180120117206826, 3,26990002,Coney Island Steeplechase Plaza,Coney Island Steeplechase Plaza, 9216150.0,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120117206826, 4,26990002,Coney Island Steeplechase Plaza,Coney Island Steeplechase Plaza, 242267.6,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120117206826, 2,26990002,Coney Island Steeplechase Plaza,Coney Island Steeplechase Plaza, 413000.0,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120117206826, 7,26990002,Coney Island Steeplechase Plaza,Coney Island Steeplechase Plaza, 1839500.0,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120117206826, 8,26990002,Coney Island Steeplechase Plaza,Coney Island Steeplechase Plaza, 2837450.0,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120127200451, 1,29170001,FA - Seaview Senior Housing - Met Council,FA - Seaview Senior Housing - Met Council, 13500000.0,SEAVIEW SENIOR LIVING HDFC,80 MAIDEN LANE 21/F,NEW YORK,NY,10038
NYCEDC,z81,CTA180120127200452, 1,29170001,FA - Seaview Senior Housing - Met Council,FA - Seaview Senior Housing - Met Council, 31744250.0,SEAVIEW SENIOR LIVING HDFC,80 MAIDEN LANE 21/F,NEW YORK,NY,10038
NYCEDC,z81,CTA180120127200571, 1,16850005,BAT West Parking Lot Lighting,BAT West Parking Lot Lighting, 322600.0,TURNER CONSTRUCTION CO.,375 HUDSON STREET,NEW YORK,NY,10014
NYCEDC,z81,CTA180120127200571, 2,16850005,BAT West Parking Lot Lighting,BAT West Parking Lot Lighting, 36991.0,TURNER CONSTRUCTION CO.,375 HUDSON STREET,NEW YORK,NY,10014
NYCEDC,z81,CTA180120127200601, 8,16850005,SBMT - Axis,SBMT - Axis, 156.75,TURNER CONSTRUCTION CO.,375 HUDSON STREET,NEW YORK,NY,10014
NYCEDC,z81,CTA180120127200601, 4,13690001,SBMT - Axis,SBMT - Axis, 111520.0,"M&N ENGINEERING, PC",POST OFFICE BOX. 22648,LONG BEACH,CA,90801-5648
NYCEDC,z81,CTA180120127200601, 2,13690008,SBMT - Axis,SBMT - Axis, 79818.9,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127200601, 3,13690008,SBMT - Axis,SBMT - Axis, 95303.63,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127200601, 7,13690008,SBMT - Axis,SBMT - Axis, 465435.51,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127200601, 5,13690008,SBMT - Axis,SBMT - Axis, 83115.58,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127200601, 6,13690008,SBMT - Axis,SBMT - Axis, 132962.95,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127200601, 1,13690008,SBMT - Axis,SBMT - Axis, 38325.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127201486, 2,16850005,BMB Slip 5 Rehabilitation,BMB Slip 5 Rehabilitation, 93999.71,TURNER CONSTRUCTION CO.,375 HUDSON STREET,NEW YORK,NY,10014
NYCEDC,z81,CTA180120127201486, 1,16850005,BMB Slip 5 Rehabilitation,BMB Slip 5 Rehabilitation, 433500.0,TURNER CONSTRUCTION CO.,375 HUDSON STREET,NEW YORK,NY,10014
NYCEDC,z81,CTA180120127201591, 1,MOU,Mayors Office Environmental Remediation Brownfield Project,Mayors Office Environmental Remediation Brownfield Project, 291900.52,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127202011, 1,MOU,NYCEDC Small Clean Distributed Gen,NYCEDC Small Clean Distributed Gen, 400000.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127202056, 4,23960002,Rehabilitation of Ferry Landings,Rehabilitation of Ferry Landings, 126868.17,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120127202056, 1,23960002,Rehabilitation of Ferry Landings,Rehabilitation of Ferry Landings, 1073848.44,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120127202056, 2,23960002,Rehabilitation of Ferry Landings,Rehabilitation of Ferry Landings, 46593.17,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120127202056, 3,23960004,Rehabilitation of Ferry Landings,Rehabilitation of Ferry Landings, 100000.0,TISHMAN CONSTRUCTION CORPORATION,"666 FIFTH AVENUE,",NEW YORK,NY,10103
NYCEDC,z81,CTA180120127202191, 1,30730001,FA - CPC Nan Shan Center Expansion,FA - CPC Nan Shan Center Expansion, 2535000.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127202386, 5,28520001,Marine 9 Facility (Homeport),Marine 9 Facility (Homeport), 133122.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127202386, 3,28520001,Marine 9 Facility (Homeport),Marine 9 Facility (Homeport), 602428.86,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127202386, 4,28520001,Marine 9 Facility (Homeport),Marine 9 Facility (Homeport), 14950.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127202386, 2,28520001,Marine 9 Facility (Homeport),Marine 9 Facility (Homeport), 316826.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127202386, 7,28520002,Marine 9 Facility (Homeport),Marine 9 Facility (Homeport), 20022.62,"SAGE AND COOMBE ARCHITECTS, LLP",12-16 VESTRY STREET,NEW YORK,NY,10013
NYCEDC,z81,CTA180120127202386, 6,28520001,Marine 9 Facility (Homeport),Marine 9 Facility (Homeport), 799308.17,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127202386, 1,28520001,Marine 9 Facility (Homeport),Marine 9 Facility (Homeport), 134892.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127203334, 10,47840001,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH, 921568.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127203334, 3,47580001,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH, 155256.72,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127203334, 5,47840003,CONSTRUCTION OF NEW GOLDWATER NORTH SNF,CONSTRUCTION OF NEW GOLDWATER NORTH SNF, 620000.0,NYC TRANSIT AUTHORITY,2 BROADWAY ROOM# A1-09,NEW YORK,NY,10004
NYCEDC,z81,CTA180120127203334, 12,47840001,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH, 918932.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127203334, 8,47840002,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH, 5596296.65,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127203334, 2,47840001,CONSTRUCTION OF NEW GOLDWATER NORTH SNF,CONSTRUCTION OF NEW GOLDWATER NORTH SNF, 6112500.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127203334, 11,47840001,CONSTRUCTION OF NEW GOLDWATER NORTH SNF,CONSTRUCTION OF NEW GOLDWATER NORTH SNF, 159500.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127203334, 1,47840001,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH, 3095000.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127203334, 6,47840001,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH, 9716618.72,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127203334, 9,47840002,CONSTRUCTION OF NEW GOLDWATER NORTH SNF,CONSTRUCTION OF NEW GOLDWATER NORTH SNF, 8160096.07,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127203334, 7,47840001,CONSTRUCTION OF NEW GOLDWATER NORTH SNF,CONSTRUCTION OF NEW GOLDWATER NORTH SNF, 42090.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127203334, 4,47580001,CONSTRUCTION OF NEW GOLDWATER NORTH SNF,CONSTRUCTION OF NEW GOLDWATER NORTH SNF, 610141.84,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127203781, 1,16850006,Randall's Island - Add'l Construction,Randall's Island - Add'l Construction, 1075234.0,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120127203781, 2,16850006,Randall's Island - Add'l Construction,Randall's Island - Add'l Construction, 1533766.0,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120127203781, 4,16850006,Randall's Island - Add'l Construction,Randall's Island - Add'l Construction, 314340.0,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120127203781, 3,16850006,Randall's Island - Add'l Construction,Randall's Island - Add'l Construction, 16129.75,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120127204112, 1,42770001,FA - Food Bank for New York City - Generator,FA - Food Bank for New York City - Generator, 507975.0,FOOD BANK FOR NEW YORK CITY,355 FOOD CENTER DRIVE,BRONX,NY,10474
NYCEDC,z81,CTA180120127204321, 1,16850004,WHIT - High Line M&O Facility,WHIT - High Line M&O Facility, 7900.0,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120127204322, 2,38040001,WHIT - High Line M&O Facility,WHIT - High Line M&O Facility, 4822443.78,PAVARINI MCGOVERN LLC,"770 BROADWAY, 10/F",NEW YORK,NY,10003
NYCEDC,z81,CTA180120127204336, 8,16850004,La Marqueta,La Marqueta, 64195.35,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120127204336, 7,16850004,La Marqueta,La Marqueta, 41206.67,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120127204336, 6,16850004,La Marqueta,La Marqueta, 241212.1,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120127204336, 2,16850004,Pier 36 Structure Roof,Pier 36 Structure Roof, 44961.0,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120127204336, 5,16850004,La Marqueta,La Marqueta, 239535.0,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120127204336, 1,16850004,Pier 36 Structure Roof,Pier 36 Structure Roof, 337000.0,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120127204336, 3,16850004,La Marqueta,La Marqueta, 233057.0,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120127204336, 4,16850004,La Marqueta,La Marqueta, 1173754.44,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120127204351, 1,47580001,WHIT - High Line M&O Facility,WHIT - High Line M&O Facility, 273600.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204396, 1,16850006,Arthur Kill Lift Bridge Transformer Replacement,Arthur Kill Lift Bridge Transformer Replacement, 159889.0,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120127204396, 2,33630009,Arthur Kill Lift Bridge Transformer Replacement,Arthur Kill Lift Bridge Transformer Replacement, 22451.0,TRC ENVIRONMENTAL CORPORATION,21 GRIFFIN ROAD NORTH,WINDSOR,CT,6095
NYCEDC,z81,CTA180120127204396, 3,16850006,Arthur Kill Lift Bridge Transformer Replacement,Arthur Kill Lift Bridge Transformer Replacement, 17660.0,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120127204501, 23,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 18117.17,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 1,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 1426162.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 27,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 57973.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 4,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 448854.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 29,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 72244.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 26,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 7976.8,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 35,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 4162.34,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 7,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 262082.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 31,39580001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 4610.11,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 22,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 207000.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 9,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 0.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 33,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 17941.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 2,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 417412.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 3,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 1967189.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 28,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 2334.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 17,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 1300000.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 34,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 30787.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 12,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 281982.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 19,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 1324332.38,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 8,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 49339.17,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 20,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 175016.12,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 30,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 198718.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 16,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 1215667.62,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 10,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 120221.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 11,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 829551.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 13,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 703964.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 21,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 256203.46,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 32,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 1736140.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 24,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 127415.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 14,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 675519.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 6,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 2228974.81,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 5,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 1273459.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 18,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 3308917.89,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 36,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 30596.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 15,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 490031.35,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204501, 25,35840001,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 358000.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204696, 2,16850006,St. George Ferry Terminal - Retail,St. George Ferry Terminal - Retail, 60176.79,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120127204696, 3,16850006,St. George Ferry Terminal - Retail,St. George Ferry Terminal - Retail, 509058.1,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120127204696, 1,16850006,St. George Ferry Terminal - Retail,St. George Ferry Terminal - Retail, 137117.0,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120127204741, 11,17060012,East River Waterfront,East River Waterfront, 401478.0,TURNER CONSTRUCTION CO.,375 HUDSON STREET,NEW YORK,NY,10014
NYCEDC,z81,CTA180120127204741, 5,17060016,East River Waterfront,East River Waterfront, 23810.4,"PERFETTO CONTRACTING CO., INC.",250 SIXTH STREET,BROOKLYN,NY,11215
NYCEDC,z81,CTA180120127204741, 2,17060007,East River Waterfront,East River Waterfront, 28912.0,FRANKFURT-ARUP JV,"500 7TH AVENUE, 15/F",NEW YORK,NY,10018
NYCEDC,z81,CTA180120127204741, 9,17060017,East River Waterfront,East River Waterfront, 229209.28,TROCOM CONSTRUCTION,46-27 54TH ROAD,MASPETH,NY,11378
NYCEDC,z81,CTA180120127204741, 6,17060016,East River Waterfront,East River Waterfront, 178843.99,"PERFETTO CONTRACTING CO., INC.",250 SIXTH STREET,BROOKLYN,NY,11215
NYCEDC,z81,CTA180120127204741, 10,17060017,East River Waterfront,East River Waterfront, 159459.0,TROCOM CONSTRUCTION,46-27 54TH ROAD,MASPETH,NY,11378
NYCEDC,z81,CTA180120127204741, 12,17060007,East River Waterfront,East River Waterfront, 101339.59,FRANKFURT-ARUP JV,"500 7TH AVENUE, 15/F",NEW YORK,NY,10018
NYCEDC,z81,CTA180120127204741, 18,17060008,East River Waterfront,East River Waterfront, 320000.0,"CARTER & BURGESS, INC.","800 MARKET STREET, LOCKBOX, 18713F","ST. LOUIS,",MO,63150
NYCEDC,z81,CTA180120127204741, 16,17060016,East River Waterfront,East River Waterfront, 39024.22,"PERFETTO CONTRACTING CO., INC.",250 SIXTH STREET,BROOKLYN,NY,11215
NYCEDC,z81,CTA180120127204741, 17,17060016,East River Waterfront,East River Waterfront, 21642.18,"PERFETTO CONTRACTING CO., INC.",250 SIXTH STREET,BROOKLYN,NY,11215
NYCEDC,z81,CTA180120127204741, 1,17060016,East River Waterfront,East River Waterfront, 207389.76,"PERFETTO CONTRACTING CO., INC.",250 SIXTH STREET,BROOKLYN,NY,11215
NYCEDC,z81,CTA180120127204741, 3,17060017,East River Waterfront,East River Waterfront, 104000.0,TROCOM CONSTRUCTION,46-27 54TH ROAD,MASPETH,NY,11378
NYCEDC,z81,CTA180120127204741, 7,17060017,East River Waterfront,East River Waterfront, 72432.94,TROCOM CONSTRUCTION,46-27 54TH ROAD,MASPETH,NY,11378
NYCEDC,z81,CTA180120127204741, 15,17060017,East River Waterfront,East River Waterfront, 33572.32,TROCOM CONSTRUCTION,46-27 54TH ROAD,MASPETH,NY,11378
NYCEDC,z81,CTA180120127204741, 8,17060017,East River Waterfront,East River Waterfront, 213532.38,TROCOM CONSTRUCTION,46-27 54TH ROAD,MASPETH,NY,11378
NYCEDC,z81,CTA180120127204741, 13,17060007,East River Waterfront,East River Waterfront, 33660.41,FRANKFURT-ARUP JV,"500 7TH AVENUE, 15/F",NEW YORK,NY,10018
NYCEDC,z81,CTA180120127204741, 4,17060016,East River Waterfront,East River Waterfront, 248336.97,"PERFETTO CONTRACTING CO., INC.",250 SIXTH STREET,BROOKLYN,NY,11215
NYCEDC,z81,CTA180120127204741, 14,17060017,East River Waterfront,East River Waterfront, 275437.92,TROCOM CONSTRUCTION,46-27 54TH ROAD,MASPETH,NY,11378
NYCEDC,z81,CTA180120127204756, 2,27580003,Flatbush - Nostrand Avenue Streetscapes,Flatbush - Nostrand Avenue Streetscapes, 98000.0,NYC TRANSIT AUTHORITY,2 BROADWAY ROOM# A1-09,NEW YORK,NY,10004
NYCEDC,z81,CTA180120127204756, 3,32020004,Flatbush - Nostrand Avenue Streetscapes,Flatbush - Nostrand Avenue Streetscapes, 60585.83,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204756, 1,32020003,Flatbush - Nostrand Avenue Streetscapes,Flatbush - Nostrand Avenue Streetscapes, 340839.05,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204966, 1,33630003,SBMT Pier - Environmental Monitoring,SBMT Pier - Environmental Monitoring, 129549.0,TRC ENVIRONMENTAL CORPORATION,21 GRIFFIN ROAD NORTH,WINDSOR,CT,6095
NYCEDC,z81,CTA180120127204981, 109,47840001,CONSTRUCTION OF NEW GOLDWATER NORTH SNF,CONSTRUCTION OF NEW GOLDWATER NORTH SNF, 2952308.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204981, 72,47840001,CONSTRUCTION OF NEW GOLDWATER NORTH SNF,CONSTRUCTION OF NEW GOLDWATER NORTH SNF, 339724.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204981, 45,47840001,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH, 729894.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204981, 74,47840001,CONSTRUCTION OF NEW GOLDWATER NORTH SNF,CONSTRUCTION OF NEW GOLDWATER NORTH SNF, 59839.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204981, 106,47580001,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH, 297325.44,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204981, 25,47840001,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH, 292716.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204981, 62,47840001,CONSTRUCTION OF NEW GOLDWATER NORTH SNF,CONSTRUCTION OF NEW GOLDWATER NORTH SNF, 71160.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204981, 75,47840001,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH, 91936.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204981, 100,47840001,CONSTRUCTION OF NEW GOLDWATER NORTH SNF,CONSTRUCTION OF NEW GOLDWATER NORTH SNF, 684117.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204981, 93,47840001,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH, 1559282.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204981, 88,47840001,CONSTRUCTION OF NEW GOLDWATER NORTH SNF,CONSTRUCTION OF NEW GOLDWATER NORTH SNF, 203828.35,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120127204981, 97,47840001,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH,RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH, 224074.0,To Be Announced,N/A,N/A,N/A,N/A
